"y","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10"
0.0246318342134193,-1.27453487925231,1,1,-2.06841518450528,1,1,0.51059763689175,27.0201662230063,2.99429125549534,0.613458998899518
-1.69376204599744,1.72983081266284,1,1,2.07510603312403,0,0,0.740894014289952,30.7079162097528,6.68498533016809,0.183743961099367
2.37806286904825,-0.546138469129801,1,0,-1.71371744619682,0,1,1.22909591030564,5.15336097030729,1.17950686490973,0.126817504584321
-4.32481562354742,2.29810442402959,0,1,1.01923946896568,0,1,1.00921752263363,1.81455827390679,5.47154130384381,0.448956077877824
4.80862115888898,2.64280370576307,0,0,0.70653870748356,1,0,1.37156122756281,3.78397883882309,4.28785705822331,0.0897436569902021
2.42503835216794,-2.72666100366041,0,1,-2.70000133803114,0,1,2.14114205861969,22.4684637208559,2.44575572612401,0.100842328577483
0.618012202513375,0.168632928282022,0,0,2.69639265350997,1,0,2.84190899336356,-1.36208632731749,3.68815856734644,0.114915859263153
-1.4651933925161,2.35451426636428,1,0,0.495312189683318,0,0,0.887378029485312,-0.62687528958907,631.689681583251,0.7119286763888
-2.59724297275412,0.308610086794943,0,1,2.16572602232918,0,0,0.68055501693383,-3.43629018763363,3.14785583892909,0.513567354553966
-0.463222414922242,-0.26031158817932,1,0,0.110803496092558,0,1,0.273139721779894,-0.450446921755058,72.6012045447126,0.696815922899172
1.47546637470249,2.74100007209927,0,0,-1.40323509927839,1,1,0.133974843182952,-0.0253031982200245,4.85378253612058,0.192305459147654
1.20067528091284,-0.279995062854141,0,1,0.584265980869532,0,0,1.41304167764406,7.51160586938132,2.35810704201791,0.268525507574329
1.43546111951062,1.0654238127172,1,0,1.77345650503412,1,0,0.576600592484582,125.202845522399,-0.988356284490744,0.233248734761728
-1.18385154543935,0.435800411738455,0,0,1.13571622548625,0,0,1.23391883906733,16.25242605178,2.89802909670968,0.356390126556519
2.1611568769976,-2.3824519040063,1,0,-0.116210132371634,0,1,0.352144602640606,4.89507823133946,0.0420131334949426,0.441152247093347
-2.21288899986368,2.39894982241094,1,1,-0.20442366739735,0,1,97.4094110843066,3.27178765900358,-0.84110475884025,0.530281530563518
0.91269050899065,-1.52347359387204,1,0,0.710474011022598,0,1,1.05960706619422,44.021792652425,1.70166042773283,0.787942455301817
2.11368819069238,-2.74764279881492,0,1,-0.304376914165914,1,1,0.101603556046744,-1.2349736826808,6.35845624723143,0.368793198261817
3.15416226030373,-1.03247568430379,1,0,0.616245196200907,0,0,3.64413285398726,9.00905325735441,3.92823251072862,0.197852600801294
-4.7306927873921,2.72702189488336,1,1,-2.97234615543857,1,1,0.853390330707555,3.7850392951647,19.2278721105066,0.155615379408118
1.46166124788972,2.33723589638248,1,0,2.96996707515791,1,1,1.14809764930745,1.53330154223656,0.351269829451719,0.285548857191355
-1.46301636623286,1.1568204369396,1,0,-0.561225309502333,1,0,6.18197690574009,21.081797045503,1.07007687776566,0.397361448507081
2.62209195461307,0.843040882609785,1,0,-2.29229017719626,1,0,0.624281280557609,1.23082270782376,8.67516658464516,0.0208929191554483
-4.52494193352428,2.96561865974218,1,1,2.21723457193002,1,1,0.0983977179890703,2.1573134225739,1.23926445262541,0.120631375181621
-1.67266814322832,0.93423479469493,1,1,0.241157739423215,0,0,2.35364938477288,123.919360902544,-1.52522446490479,0.0766205719796283
1.43678472028904,1.25118280900642,0,0,2.28958600759506,0,0,1.34388001998923,2.29368134804149,2.21820677742418,0.5022785537269
-2.00402985020575,0.264396148268133,0,0,-2.77476096572354,0,0,0.282285910833907,3.85732837925988,3.99806087038045,0.191128549718613
2.24639699877466,0.564852122683078,0,0,2.28860377287492,0,0,0.579376727867112,-0.403159654882677,7.57709656830098,0.165653678710356
2.72616170846178,-1.26504157623276,0,1,1.33409801870584,1,0,16.7846944915544,0.15041762830731,50.2173573739532,0.10081899852928
-4.03634418934605,-2.11731811612844,0,0,1.61886177957058,0,0,0.822790811698098,32.6308385751805,2.18100536722547,0.343593404303044
1.0010738453921,2.77814539521933,0,0,2.18156225373968,0,0,5.39777847554771,9.45989671161932,-0.728732875047219,0.294250674914383
2.98219942752939,2.41379427071661,1,0,0.00445261923596263,0,0,0.386006494076398,8.14981908709682,2.62920610537782,0.663970752803679
3.50674626413267,1.1442316705361,0,0,2.5551841459237,1,1,0.141856618208727,-0.471257594523988,5.50945037306626,0.147024982695924
2.11226532801799,1.77280450612307,1,0,-1.75155197829008,0,1,3.41916641596348,16.252832389658,16.2084708337594,0.116266780267818
-1.44752781434627,-2.8523178929463,0,0,-2.8373664370738,1,0,0.597532970230369,15.9599919547816,0.308275312481897,0.432680202069001
2.15142057748754,-0.13322417344898,0,0,-1.1052415673621,0,0,0.222355528911038,2.95840241525299,2.65528084804695,0.631947158908735
-0.839852244230851,1.5507572251372,0,0,0.960673497989774,0,0,6.89354211894297,9.29561461104666,2.03827119016783,0.440602181739028
-0.752980759048861,-1.70155238499865,1,1,-1.11185219557956,1,1,0.769790065782579,3.02698677234065,6.59832708562038,0.102026345568436
0.680045650669048,-1.09091395419091,1,1,2.66676832688972,1,1,0.682514799419905,0.825929784460509,0.339292100809808,0.185946020826301
